start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month,sunset_time,hours_after_sunset,season,start_time_dt,rat_period_start_dt,rat_period_end_dt,sunset_time_dt,seconds_after_rat_arrival_cat
14/02/2018 22:50,2.0,rat,14/02/2018 22:43,14/02/2018 22:52,420,1,0,2,14/02/2018 17:26,5.406388889,0,2018-02-14 22:50:00,2018-02-14 22:43:00,2018-02-14 22:52:00,2018-02-14 17:26:00,>5min
14/02/2018 22:50,9.0,rat,14/02/2018 22:43,14/02/2018 22:52,434,1,0,2,14/02/2018 17:26,5.410277778,0,2018-02-14 22:50:00,2018-02-14 22:43:00,2018-02-14 22:52:00,2018-02-14 17:26:00,>5min
14/02/2018 22:51,0.061201372,rat,14/02/2018 22:43,14/02/2018 22:52,512,1,0,2,14/02/2018 17:26,5.431944444,0,2018-02-14 22:51:00,2018-02-14 22:43:00,2018-02-14 22:52:00,2018-02-14 17:26:00,>5min
14/02/2018 22:52,1.0,rat,14/02/2018 22:43,14/02/2018 22:52,518,1,0,2,14/02/2018 17:26,5.433611111,0,2018-02-14 22:52:00,2018-02-14 22:43:00,2018-02-14 22:52:00,2018-02-14 17:26:00,>5min
14/02/2018 3:11,31.0,pick,14/02/2018 3:02,14/02/2018 3:11,499,0,1,2,13/02/2018 17:25,9.771666667,0,2018-02-14 03:11:00,2018-02-14 03:02:00,2018-02-14 03:11:00,2018-02-13 17:25:00,>5min
14/02/2018 5:30,1.0,rat,14/02/2018 5:26,14/02/2018 5:34,225,1,0,2,13/02/2018 17:25,12.09194444,0,2018-02-14 05:30:00,2018-02-14 05:26:00,2018-02-14 05:34:00,2018-02-13 17:25:00,1-5min
15/02/2018 18:21,0.050105814,fast,15/02/2018 18:20,15/02/2018 18:28,54,0,1,2,15/02/2018 17:26,0.9225,0,2018-02-15 18:21:00,2018-02-15 18:20:00,2018-02-15 18:28:00,2018-02-15 17:26:00,10-60s
15/02/2018 19:31,1.0,fast,15/02/2018 19:30,15/02/2018 19:31,30,0,1,2,15/02/2018 17:26,2.085833333,0,2018-02-15 19:31:00,2018-02-15 19:30:00,2018-02-15 19:31:00,2018-02-15 17:26:00,10-60s
15/02/2018 19:31,0.085595674,attack_rat,15/02/2018 19:30,15/02/2018 19:31,71,1,0,2,15/02/2018 17:26,2.097222222,0,2018-02-15 19:31:00,2018-02-15 19:30:00,2018-02-15 19:31:00,2018-02-15 17:26:00,1-5min
15/02/2018 18:52,6.0,bat,15/02/2018 18:49,15/02/2018 18:55,179,1,0,2,15/02/2018 17:26,1.440277778,0,2018-02-15 18:52:00,2018-02-15 18:49:00,2018-02-15 18:55:00,2018-02-15 17:26:00,1-5min
15/02/2018 18:52,6.0,pick,15/02/2018 18:49,15/02/2018 18:55,201,0,1,2,15/02/2018 17:26,1.446388889,0,2018-02-15 18:52:00,2018-02-15 18:49:00,2018-02-15 18:55:00,2018-02-15 17:26:00,1-5min
15/02/2018 18:54,1.0,rat,15/02/2018 18:49,15/02/2018 18:55,321,1,0,2,15/02/2018 17:26,1.479722222,0,2018-02-15 18:54:00,2018-02-15 18:49:00,2018-02-15 18:55:00,2018-02-15 17:26:00,>5min
4/02/2018 18:33,3.0,bat_and_rat,4/02/2018 18:32,4/02/2018 18:50,77,1,0,2,4/02/2018 17:17,1.274722222,0,2018-02-04 18:33:00,2018-02-04 18:32:00,2018-02-04 18:50:00,2018-02-04 17:17:00,1-5min
4/02/2018 18:32,155.0,,4/02/2018 18:32,4/02/2018 18:50,42,0,0,2,4/02/2018 17:17,1.265,0,2018-02-04 18:32:00,2018-02-04 18:32:00,2018-02-04 18:50:00,2018-02-04 17:17:00,10-60s
4/02/2018 18:46,1.0,,4/02/2018 18:32,4/02/2018 18:50,856,0,0,2,4/02/2018 17:17,1.491111111,0,2018-02-04 18:46:00,2018-02-04 18:32:00,2018-02-04 18:50:00,2018-02-04 17:17:00,>5min
4/02/2018 18:47,1.0,,4/02/2018 18:32,4/02/2018 18:50,933,0,0,2,4/02/2018 17:17,1.5125,0,2018-02-04 18:47:00,2018-02-04 18:32:00,2018-02-04 18:50:00,2018-02-04 17:17:00,>5min
3/02/2018 17:51,29.0,rat,3/02/2018 17:51,3/02/2018 17:51,22,1,0,2,3/02/2018 17:16,0.592777778,0,2018-02-03 17:51:00,2018-02-03 17:51:00,2018-02-03 17:51:00,2018-02-03 17:16:00,10-60s
2/02/2018 18:30,4.0,rat,2/02/2018 18:30,2/02/2018 18:30,3,1,0,2,2/02/2018 17:15,1.260555556,0,2018-02-02 18:30:00,2018-02-02 18:30:00,2018-02-02 18:30:00,2018-02-02 17:15:00,0-10s
5/02/2018 23:22,1.0,,5/02/2018 23:21,5/02/2018 23:26,77,0,0,2,5/02/2018 17:18,6.072222222,0,2018-02-05 23:22:00,2018-02-05 23:21:00,2018-02-05 23:26:00,2018-02-05 17:18:00,1-5min
5/02/2018 23:22,1.0,,5/02/2018 23:21,5/02/2018 23:26,110,0,0,2,5/02/2018 17:18,6.081388889,0,2018-02-05 23:22:00,2018-02-05 23:21:00,2018-02-05 23:26:00,2018-02-05 17:18:00,1-5min
5/02/2018 23:25,6.0,,5/02/2018 23:21,5/02/2018 23:26,253,0,0,2,5/02/2018 17:18,6.121111111,0,2018-02-05 23:25:00,2018-02-05 23:21:00,2018-02-05 23:26:00,2018-02-05 17:18:00,1-5min
16/02/2018 22:18,2.0,rat,16/02/2018 22:18,16/02/2018 22:22,25,1,0,2,16/02/2018 17:27,4.860277778,0,2018-02-16 22:18:00,2018-02-16 22:18:00,2018-02-16 22:22:00,2018-02-16 17:27:00,10-60s
16/02/2018 22:21,16.0,rat,16/02/2018 22:18,16/02/2018 22:22,181,1,0,2,16/02/2018 17:27,4.903611111,0,2018-02-16 22:21:00,2018-02-16 22:18:00,2018-02-16 22:22:00,2018-02-16 17:27:00,1-5min
16/02/2018 22:21,2.0,rat,16/02/2018 22:18,16/02/2018 22:22,201,1,0,2,16/02/2018 17:27,4.909166667,0,2018-02-16 22:21:00,2018-02-16 22:18:00,2018-02-16 22:22:00,2018-02-16 17:27:00,1-5min
16/02/2018 22:21,1.0,fast,16/02/2018 22:18,16/02/2018 22:22,206,0,1,2,16/02/2018 17:27,4.910555556,0,2018-02-16 22:21:00,2018-02-16 22:18:00,2018-02-16 22:22:00,2018-02-16 17:27:00,1-5min
16/02/2018 22:22,0.07570842,rat_attack,16/02/2018 22:18,16/02/2018 22:22,250,1,0,2,16/02/2018 17:27,4.922777778,0,2018-02-16 22:22:00,2018-02-16 22:18:00,2018-02-16 22:22:00,2018-02-16 17:27:00,1-5min
19/02/2018 0:33,0.057540536,fast,19/02/2018 0:31,19/02/2018 0:34,157,0,1,2,18/02/2018 17:29,7.078055556,0,2018-02-19 00:33:00,2018-02-19 00:31:00,2018-02-19 00:34:00,2018-02-18 17:29:00,1-5min
19/02/2018 1:33,3.0,rat,19/02/2018 1:33,19/02/2018 1:33,6,1,0,2,18/02/2018 17:29,8.078333333,0,2018-02-19 01:33:00,2018-02-19 01:33:00,2018-02-19 01:33:00,2018-02-18 17:29:00,0-10s
10/02/2018 21:08,5.0,rat,10/02/2018 21:04,10/02/2018 21:11,222,1,0,2,10/02/2018 17:22,3.771111111,0,2018-02-10 21:08:00,2018-02-10 21:04:00,2018-02-10 21:11:00,2018-02-10 17:22:00,1-5min
10/02/2018 21:36,1.0,rat,10/02/2018 21:35,10/02/2018 21:36,68,1,0,2,10/02/2018 17:22,4.236666667,0,2018-02-10 21:36:00,2018-02-10 21:35:00,2018-02-10 21:36:00,2018-02-10 17:22:00,1-5min
10/02/2018 21:36,2.0,rat,10/02/2018 21:35,10/02/2018 21:36,75,1,0,2,10/02/2018 17:22,4.238611111,0,2018-02-10 21:36:00,2018-02-10 21:35:00,2018-02-10 21:36:00,2018-02-10 17:22:00,1-5min
10/02/2018 21:44,1.0,rat,10/02/2018 21:44,10/02/2018 21:51,6,1,0,2,10/02/2018 17:22,4.368333333,0,2018-02-10 21:44:00,2018-02-10 21:44:00,2018-02-10 21:51:00,2018-02-10 17:22:00,0-10s
10/02/2018 21:45,6.0,,10/02/2018 21:44,10/02/2018 21:51,86,0,0,2,10/02/2018 17:22,4.390555556,0,2018-02-10 21:45:00,2018-02-10 21:44:00,2018-02-10 21:51:00,2018-02-10 17:22:00,1-5min
10/02/2018 21:45,4.0,rat,10/02/2018 21:44,10/02/2018 21:51,92,1,0,2,10/02/2018 17:22,4.392222222,0,2018-02-10 21:45:00,2018-02-10 21:44:00,2018-02-10 21:51:00,2018-02-10 17:22:00,1-5min
10/02/2018 21:46,13.0,rat,10/02/2018 21:44,10/02/2018 21:51,137,1,0,2,10/02/2018 17:22,4.404722222,0,2018-02-10 21:46:00,2018-02-10 21:44:00,2018-02-10 21:51:00,2018-02-10 17:22:00,1-5min
10/02/2018 21:46,1.0,rat,10/02/2018 21:44,10/02/2018 21:51,155,1,0,2,10/02/2018 17:22,4.409722222,0,2018-02-10 21:46:00,2018-02-10 21:44:00,2018-02-10 21:51:00,2018-02-10 17:22:00,1-5min
10/02/2018 21:46,2.0,fast,10/02/2018 21:44,10/02/2018 21:51,158,0,1,2,10/02/2018 17:22,4.410555556,0,2018-02-10 21:46:00,2018-02-10 21:44:00,2018-02-10 21:51:00,2018-02-10 17:22:00,1-5min
10/02/2018 21:47,1.0,rat,10/02/2018 21:44,10/02/2018 21:51,224,1,0,2,10/02/2018 17:22,4.428888889,0,2018-02-10 21:47:00,2018-02-10 21:44:00,2018-02-10 21:51:00,2018-02-10 17:22:00,1-5min
11/02/2018 0:32,1.0,rat,11/02/2018 0:31,11/02/2018 0:33,35,1,0,2,10/02/2018 17:22,7.1725,0,2018-02-11 00:32:00,2018-02-11 00:31:00,2018-02-11 00:33:00,2018-02-10 17:22:00,10-60s
11/02/2018 1:09,5.0,pick,11/02/2018 1:09,11/02/2018 1:10,7,0,1,2,10/02/2018 17:22,7.794722222,0,2018-02-11 01:09:00,2018-02-11 01:09:00,2018-02-11 01:10:00,2018-02-10 17:22:00,0-10s
11/02/2018 1:54,0.04438061,rat,11/02/2018 1:52,11/02/2018 1:58,105,1,0,2,10/02/2018 17:22,8.544444444,0,2018-02-11 01:54:00,2018-02-11 01:52:00,2018-02-11 01:58:00,2018-02-10 17:22:00,1-5min
11/02/2018 1:55,3.0,rat,11/02/2018 1:52,11/02/2018 1:58,132,1,0,2,10/02/2018 17:22,8.551944444,0,2018-02-11 01:55:00,2018-02-11 01:52:00,2018-02-11 01:58:00,2018-02-10 17:22:00,1-5min
11/02/2018 1:56,1.0,fast,11/02/2018 1:52,11/02/2018 1:58,242,0,1,2,10/02/2018 17:22,8.5825,0,2018-02-11 01:56:00,2018-02-11 01:52:00,2018-02-11 01:58:00,2018-02-10 17:22:00,1-5min
11/02/2018 1:57,6.0,fast,11/02/2018 1:52,11/02/2018 1:58,269,0,1,2,10/02/2018 17:22,8.59,0,2018-02-11 01:57:00,2018-02-11 01:52:00,2018-02-11 01:58:00,2018-02-10 17:22:00,1-5min
11/02/2018 1:57,24.0,rat,11/02/2018 1:52,11/02/2018 1:58,286,1,0,2,10/02/2018 17:22,8.594722222,0,2018-02-11 01:57:00,2018-02-11 01:52:00,2018-02-11 01:58:00,2018-02-10 17:22:00,1-5min
10/02/2018 19:25,0.097399911,fast,10/02/2018 19:24,10/02/2018 19:25,13,0,1,2,10/02/2018 17:22,2.05,0,2018-02-10 19:25:00,2018-02-10 19:24:00,2018-02-10 19:25:00,2018-02-10 17:22:00,10-60s
17/02/2018 20:50,2.0,rat,17/02/2018 20:49,17/02/2018 20:51,20,1,0,2,17/02/2018 17:28,3.370555556,0,2018-02-17 20:50:00,2018-02-17 20:49:00,2018-02-17 20:51:00,2018-02-17 17:28:00,10-60s
17/02/2018 20:50,1.0,rat,17/02/2018 20:49,17/02/2018 20:51,35,1,0,2,17/02/2018 17:28,3.374722222,0,2018-02-17 20:50:00,2018-02-17 20:49:00,2018-02-17 20:51:00,2018-02-17 17:28:00,10-60s
17/02/2018 20:50,2.0,rat,17/02/2018 20:49,17/02/2018 20:51,42,1,0,2,17/02/2018 17:28,3.376666667,0,2018-02-17 20:50:00,2018-02-17 20:49:00,2018-02-17 20:51:00,2018-02-17 17:28:00,10-60s
17/02/2018 17:42,0.050211363,fast,17/02/2018 17:40,17/02/2018 17:43,139,0,1,2,17/02/2018 17:28,0.247777778,0,2018-02-17 17:42:00,2018-02-17 17:40:00,2018-02-17 17:43:00,2018-02-17 17:28:00,1-5min
18/03/2018 21:37,3.0,fast,18/03/2018 21:37,18/03/2018 21:40,2,0,1,3,18/03/2018 17:50,3.795555556,1,2018-03-18 21:37:00,2018-03-18 21:37:00,2018-03-18 21:40:00,2018-03-18 17:50:00,0-10s
18/03/2018 21:38,2.0,fast,18/03/2018 21:37,18/03/2018 21:40,73,0,1,3,18/03/2018 17:50,3.815277778,1,2018-03-18 21:38:00,2018-03-18 21:37:00,2018-03-18 21:40:00,2018-03-18 17:50:00,1-5min
18/03/2018 21:39,1.0,fast,18/03/2018 21:37,18/03/2018 21:40,105,0,1,3,18/03/2018 17:50,3.824166667,1,2018-03-18 21:39:00,2018-03-18 21:37:00,2018-03-18 21:40:00,2018-03-18 17:50:00,1-5min
18/03/2018 21:39,2.0,fast,18/03/2018 21:37,18/03/2018 21:40,130,0,1,3,18/03/2018 17:50,3.831111111,1,2018-03-18 21:39:00,2018-03-18 21:37:00,2018-03-18 21:40:00,2018-03-18 17:50:00,1-5min
29/03/2018 0:47,4.0,pick,29/03/2018 0:46,29/03/2018 0:55,71,0,1,3,28/03/2018 18:57,5.849444444,1,2018-03-29 00:47:00,2018-03-29 00:46:00,2018-03-29 00:55:00,2018-03-28 18:57:00,1-5min
29/03/2018 0:49,0.046019395,rat,29/03/2018 0:46,29/03/2018 0:55,192,1,0,3,28/03/2018 18:57,5.883055556,1,2018-03-29 00:49:00,2018-03-29 00:46:00,2018-03-29 00:55:00,2018-03-28 18:57:00,1-5min
29/03/2018 0:50,9.0,pick,29/03/2018 0:46,29/03/2018 0:55,220,0,1,3,28/03/2018 18:57,5.890833333,1,2018-03-29 00:50:00,2018-03-29 00:46:00,2018-03-29 00:55:00,2018-03-28 18:57:00,1-5min
29/03/2018 0:50,18.0,pick,29/03/2018 0:46,29/03/2018 0:55,239,0,1,3,28/03/2018 18:57,5.896111111,1,2018-03-29 00:50:00,2018-03-29 00:46:00,2018-03-29 00:55:00,2018-03-28 18:57:00,1-5min
29/03/2018 0:50,14.0,rat,29/03/2018 0:46,29/03/2018 0:55,250,1,0,3,28/03/2018 18:57,5.899166667,1,2018-03-29 00:50:00,2018-03-29 00:46:00,2018-03-29 00:55:00,2018-03-28 18:57:00,1-5min
29/03/2018 0:51,2.0,other_bats,29/03/2018 0:46,29/03/2018 0:55,264,1,0,3,28/03/2018 18:57,5.903055556,1,2018-03-29 00:51:00,2018-03-29 00:46:00,2018-03-29 00:55:00,2018-03-28 18:57:00,1-5min
29/03/2018 0:51,3.0,fast,29/03/2018 0:46,29/03/2018 0:55,265,0,1,3,28/03/2018 18:57,5.903333333,1,2018-03-29 00:51:00,2018-03-29 00:46:00,2018-03-29 00:55:00,2018-03-28 18:57:00,1-5min
29/03/2018 0:51,12.0,rat,29/03/2018 0:46,29/03/2018 0:55,279,1,0,3,28/03/2018 18:57,5.907222222,1,2018-03-29 00:51:00,2018-03-29 00:46:00,2018-03-29 00:55:00,2018-03-28 18:57:00,1-5min
29/03/2018 0:51,15.0,pick,29/03/2018 0:46,29/03/2018 0:55,295,0,1,3,28/03/2018 18:57,5.911666667,1,2018-03-29 00:51:00,2018-03-29 00:46:00,2018-03-29 00:55:00,2018-03-28 18:57:00,1-5min
29/03/2018 0:53,2.0,fast,29/03/2018 0:46,29/03/2018 0:55,426,0,1,3,28/03/2018 18:57,5.948055556,1,2018-03-29 00:53:00,2018-03-29 00:46:00,2018-03-29 00:55:00,2018-03-28 18:57:00,>5min
29/03/2018 0:54,34.0,rat,29/03/2018 0:46,29/03/2018 0:55,452,1,0,3,28/03/2018 18:57,5.955277778,1,2018-03-29 00:54:00,2018-03-29 00:46:00,2018-03-29 00:55:00,2018-03-28 18:57:00,>5min
29/03/2018 0:55,11.0,rat,29/03/2018 0:46,29/03/2018 0:55,507,1,0,3,28/03/2018 18:57,5.970555556,1,2018-03-29 00:55:00,2018-03-29 00:46:00,2018-03-29 00:55:00,2018-03-28 18:57:00,>5min
29/03/2018 2:20,0.013008356,fast,29/03/2018 2:19,29/03/2018 2:25,29,0,1,3,28/03/2018 18:57,7.385833333,1,2018-03-29 02:20:00,2018-03-29 02:19:00,2018-03-29 02:25:00,2018-03-28 18:57:00,10-60s
29/03/2018 2:21,2.0,fast,29/03/2018 2:19,29/03/2018 2:25,135,0,1,3,28/03/2018 18:57,7.415277778,1,2018-03-29 02:21:00,2018-03-29 02:19:00,2018-03-29 02:25:00,2018-03-28 18:57:00,1-5min
29/03/2018 2:22,2.0,rat,29/03/2018 2:19,29/03/2018 2:25,188,1,0,3,28/03/2018 18:57,7.43,1,2018-03-29 02:22:00,2018-03-29 02:19:00,2018-03-29 02:25:00,2018-03-28 18:57:00,1-5min
29/03/2018 2:25,0.028276798,rat,29/03/2018 2:19,29/03/2018 2:25,329,1,0,3,28/03/2018 18:57,7.469166667,1,2018-03-29 02:25:00,2018-03-29 02:19:00,2018-03-29 02:25:00,2018-03-28 18:57:00,>5min
20/03/2018 2:11,4.0,rat_pick,20/03/2018 2:11,20/03/2018 2:11,46,1,1,3,19/03/2018 17:51,8.347222222,1,2018-03-20 02:11:00,2018-03-20 02:11:00,2018-03-20 02:11:00,2018-03-19 17:51:00,10-60s
20/03/2018 3:17,2.0,fast,20/03/2018 3:15,20/03/2018 3:17,108,0,1,3,19/03/2018 17:51,9.436944444,1,2018-03-20 03:17:00,2018-03-20 03:15:00,2018-03-20 03:17:00,2018-03-19 17:51:00,1-5min
31/03/2018 0:28,25.0,other_bats,31/03/2018 0:20,31/03/2018 0:28,517,1,0,3,30/03/2018 18:59,5.497777778,1,2018-03-31 00:28:00,2018-03-31 00:20:00,2018-03-31 00:28:00,2018-03-30 18:59:00,>5min
31/03/2018 1:57,3.0,fast,31/03/2018 1:48,31/03/2018 1:58,537,0,1,3,30/03/2018 18:59,6.976944444,1,2018-03-31 01:57:00,2018-03-31 01:48:00,2018-03-31 01:58:00,2018-03-30 18:59:00,>5min
31/03/2018 0:28,1.0,,31/03/2018 0:20,31/03/2018 0:28,507,0,0,3,30/03/2018 18:59,5.495,1,2018-03-31 00:28:00,2018-03-31 00:20:00,2018-03-31 00:28:00,2018-03-30 18:59:00,>5min
31/03/2018 1:58,0.064154735,fast,31/03/2018 1:48,31/03/2018 1:58,572,0,1,3,30/03/2018 18:59,6.986666667,1,2018-03-31 01:58:00,2018-03-31 01:48:00,2018-03-31 01:58:00,2018-03-30 18:59:00,>5min
2/04/2018 22:04,10.0,rat,2/04/2018 21:58,2/04/2018 22:09,381,1,0,4,2/04/2018 19:01,3.06,1,2018-04-02 22:04:00,2018-04-02 21:58:00,2018-04-02 22:09:00,2018-04-02 19:01:00,>5min
2/04/2018 22:05,8.0,rat_and_bat,2/04/2018 21:58,2/04/2018 22:09,436,1,0,4,2/04/2018 19:01,3.075277778,1,2018-04-02 22:05:00,2018-04-02 21:58:00,2018-04-02 22:09:00,2018-04-02 19:01:00,>5min
2/04/2018 22:05,2.0,fast,2/04/2018 21:58,2/04/2018 22:09,450,0,1,4,2/04/2018 19:01,3.079166667,1,2018-04-02 22:05:00,2018-04-02 21:58:00,2018-04-02 22:09:00,2018-04-02 19:01:00,>5min
2/04/2018 22:05,6.0,rat_and_bat,2/04/2018 21:58,2/04/2018 22:09,455,1,0,4,2/04/2018 19:01,3.080555556,1,2018-04-02 22:05:00,2018-04-02 21:58:00,2018-04-02 22:09:00,2018-04-02 19:01:00,>5min
2/04/2018 22:06,2.0,bowl_out,2/04/2018 21:58,2/04/2018 22:09,477,0,0,4,2/04/2018 19:01,3.086666667,1,2018-04-02 22:06:00,2018-04-02 21:58:00,2018-04-02 22:09:00,2018-04-02 19:01:00,>5min
2/04/2018 22:07,0.030293066,fast,2/04/2018 21:58,2/04/2018 22:09,558,0,1,4,2/04/2018 19:01,3.109166667,1,2018-04-02 22:07:00,2018-04-02 21:58:00,2018-04-02 22:09:00,2018-04-02 19:01:00,>5min
2/04/2018 22:09,7.0,rat,2/04/2018 21:58,2/04/2018 22:09,662,1,0,4,2/04/2018 19:01,3.138055556,1,2018-04-02 22:09:00,2018-04-02 21:58:00,2018-04-02 22:09:00,2018-04-02 19:01:00,>5min
2/04/2018 22:09,6.0,rat,2/04/2018 21:58,2/04/2018 22:09,673,1,0,4,2/04/2018 19:01,3.141111111,1,2018-04-02 22:09:00,2018-04-02 21:58:00,2018-04-02 22:09:00,2018-04-02 19:01:00,>5min
2/04/2018 22:09,18.0,pick,2/04/2018 21:58,2/04/2018 22:09,668,0,1,4,2/04/2018 19:01,3.139722222,1,2018-04-02 22:09:00,2018-04-02 21:58:00,2018-04-02 22:09:00,2018-04-02 19:01:00,>5min
2/04/2018 22:09,17.0,rat_and_bat,2/04/2018 21:58,2/04/2018 22:09,695,1,0,4,2/04/2018 19:01,3.147222222,1,2018-04-02 22:09:00,2018-04-02 21:58:00,2018-04-02 22:09:00,2018-04-02 19:01:00,>5min
2/04/2018 23:12,1.0,fast,2/04/2018 23:10,2/04/2018 23:18,128,0,1,4,2/04/2018 19:01,4.189444444,1,2018-04-02 23:12:00,2018-04-02 23:10:00,2018-04-02 23:18:00,2018-04-02 19:01:00,1-5min
2/04/2018 23:16,6.0,pick,2/04/2018 23:10,2/04/2018 23:18,381,0,1,4,2/04/2018 19:01,4.259722222,1,2018-04-02 23:16:00,2018-04-02 23:10:00,2018-04-02 23:18:00,2018-04-02 19:01:00,>5min
2/04/2018 23:43,2.0,fast,2/04/2018 23:42,2/04/2018 23:48,80,0,1,4,2/04/2018 19:01,4.708055556,1,2018-04-02 23:43:00,2018-04-02 23:42:00,2018-04-02 23:48:00,2018-04-02 19:01:00,1-5min
2/04/2018 23:45,1.0,fast,2/04/2018 23:42,2/04/2018 23:48,177,0,1,4,2/04/2018 19:01,4.735,1,2018-04-02 23:45:00,2018-04-02 23:42:00,2018-04-02 23:48:00,2018-04-02 19:01:00,1-5min
2/04/2018 23:45,11.0,other_bat,2/04/2018 23:42,2/04/2018 23:48,223,1,0,4,2/04/2018 19:01,4.747777778,1,2018-04-02 23:45:00,2018-04-02 23:42:00,2018-04-02 23:48:00,2018-04-02 19:01:00,1-5min
2/04/2018 23:46,3.0,fast,2/04/2018 23:42,2/04/2018 23:48,234,0,1,4,2/04/2018 19:01,4.750833333,1,2018-04-02 23:46:00,2018-04-02 23:42:00,2018-04-02 23:48:00,2018-04-02 19:01:00,1-5min
2/04/2018 23:46,25.0,pick,2/04/2018 23:42,2/04/2018 23:48,239,0,1,4,2/04/2018 19:01,4.752222222,1,2018-04-02 23:46:00,2018-04-02 23:42:00,2018-04-02 23:48:00,2018-04-02 19:01:00,1-5min
2/04/2018 23:46,6.0,other_bats,2/04/2018 23:42,2/04/2018 23:48,238,1,0,4,2/04/2018 19:01,4.751944444,1,2018-04-02 23:46:00,2018-04-02 23:42:00,2018-04-02 23:48:00,2018-04-02 19:01:00,1-5min
2/04/2018 23:46,3.0,rat,2/04/2018 23:42,2/04/2018 23:48,262,1,0,4,2/04/2018 19:01,4.758611111,1,2018-04-02 23:46:00,2018-04-02 23:42:00,2018-04-02 23:48:00,2018-04-02 19:01:00,1-5min
2/04/2018 23:46,11.0,rat,2/04/2018 23:42,2/04/2018 23:48,287,1,0,4,2/04/2018 19:01,4.765555556,1,2018-04-02 23:46:00,2018-04-02 23:42:00,2018-04-02 23:48:00,2018-04-02 19:01:00,1-5min
2/04/2018 23:48,15.0,pick,2/04/2018 23:42,2/04/2018 23:48,355,0,1,4,2/04/2018 19:01,4.784444444,1,2018-04-02 23:48:00,2018-04-02 23:42:00,2018-04-02 23:48:00,2018-04-02 19:01:00,>5min
2/04/2018 23:48,6.0,other_bats,2/04/2018 23:42,2/04/2018 23:48,360,1,0,4,2/04/2018 19:01,4.785833333,1,2018-04-02 23:48:00,2018-04-02 23:42:00,2018-04-02 23:48:00,2018-04-02 19:01:00,>5min
3/04/2018 1:01,0.069936967,fast,3/04/2018 1:00,3/04/2018 1:21,53,0,1,4,2/04/2018 19:01,6.003888889,1,2018-04-03 01:01:00,2018-04-03 01:00:00,2018-04-03 01:21:00,2018-04-02 19:01:00,10-60s
